Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples
B8_x_S.en,combinatoric,MedianImputer_RobustScaler,0.2512546248006808,0.180626633355605,192773908203137.53,127.67883525463682,0.3051732694573769,-0.35336050164764243,[0.42136566 0.39987094 0.42136566 ... 0.70800992 0.70800992 0.70800992],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
B8_x_S.au,combinatoric,MedianImputer_RobustScaler,0.3099285075053426,0.013961094174202725,0.3121558830060143,0.012012872260529711,0.370717285502521,-64.94672302262855,[0.90740333 0.8900375  0.90064675 ... 0.49616096 0.48643723 0.48643723],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
B18_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.09259951196889954,0.12486558679772625,0.12432392020994926,0.12796106599465157,0.12378980498851049,0.17766290479049185,[0.65532682 0.65532682 0.65532682 ... 0.6317045  0.6317045  0.6317045 ],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
B18_x_E.co,combinatoric,MedianImputer_RobustScaler,0.28078870051393817,0.06634077156892167,0.8306867178253577,0.3557691815470126,0.3431176990740152,-0.4532046509285479,[0.58756381 0.58756381 0.58756381 ... 0.6871897  0.6871897  0.6871897 ],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
B18_x_S.en,combinatoric,MedianImputer_RobustScaler,0.1737415151561856,0.1024833723863879,0.43154829960171537,0.22268494060165514,0.2085022827689831,-0.4369487058157173,[0.40469143 0.37482964 0.40469143 ... 0.29358245 0.29358245 0.29358245],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
B18_x_S.au,combinatoric,MedianImputer_RobustScaler,0.10347545541113813,0.16803418861429978,0.19597465721774165,0.37563975727399257,0.141838030196693,0.45162653658824714,[0.90341591 0.90335952 0.90314523 ... 0.5414101  0.56728418 0.56614976],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
C5_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.09999953649659422,0.13306842267475208,0.1495834466928264,0.12789824414098566,0.12337126330914418,0.375200563321896,[0.59342926 0.59342926 0.59342926 ... 0.67023426 0.67023426 0.67023426],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
C5_x_E.co,combinatoric,MedianImputer_RobustScaler,0.24539498646017238,0.10169017048566911,0.6923991671185976,0.3989777189904857,0.3072195049882356,-0.33012810579424845,[0.5721288  0.5721288  0.5721288  ... 0.88098596 0.88098596 0.88098596],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728
C5_x_S.en,combinatoric,MedianImputer_RobustScaler,0.21135393889321358,0.11255951531450882,0.49445581957544255,0.14490292139625238,0.25031654592737235,-1.6532176743704556,[0.34512318 0.2724092  0.34512318 ... 0.61315557 0.61315557 0.61315557],"[[0.32949037]
 [0.32949037]
 [0.49960014]
 ...
 [0.23039224]
 [0.53639065]
 [0.45761743]]",1728
C5_x_S.au,combinatoric,MedianImputer_RobustScaler,0.07197802017877677,0.14635800918488545,0.10864032414966818,0.3253635857190867,0.09933109527994671,0.638712096781064,[0.91583294 0.90409863 0.91459405 ... 0.56791283 0.56017802 0.56017802],"[[0.92403973]
 [0.98145982]
 [0.98145982]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",1632
