Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples
12701_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.19945414473402237,0.07642245238287938,0.39803623926055104,0.22173832228255932,0.24875887123038185,-1.457273941013138,[0.62584469 0.37083982 0.62584469 ... 0.85050682 0.85147193 0.89662046],"[[0.49806811]
 [0.6086484 ]
 [0.6086484 ]
 ...
 [0.70306232]
 [0.70306232]
 [0.70306232]]",1944
12701_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.14713094336820148,0.16505602476419626,0.2844966796382453,0.37817550951430406,0.19700616571364166,-0.03236765841782874,[0.89987588 0.8939145  0.89935529 ... 0.80594554 0.75927623 0.75927623],"[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",1836
12832_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.1169672921532652,0.04992982841630584,0.15987545470285217,0.08620138306991915,0.1487659395567219,-0.11648771648164269,[0.8093919  0.8093919  0.8093919  ... 0.88280333 0.87942248 0.88280333],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944
12832_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.16249848299342187,0.17294135723602305,0.3247282492107311,0.46815440677012365,0.23495941013090368,-0.2415518660269198,[0.82827802 0.82827802 0.82827802 ... 0.90145612 0.90369532 0.90175461],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944
12832_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.3151135607299701,0.14079491550179543,1.34489256885997,1.1797039966140839,0.4033646563508504,-0.9254552031111232,[0.60980302 0.40558711 0.6056268  ... 0.81906014 0.82115907 0.85849266],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944
12832_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.10355737017910771,0.08538989093461902,0.13097995460475353,0.1280514500727935,0.1418366258618778,-1.4419820370885366,[0.95161759 0.94261193 0.95199127 ... 0.84271329 0.78748232 0.78748232],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836
B1_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.11674174528729697,0.08941398800251173,0.19514121910423987,0.23285543488097665,0.16821792546066822,0.05988060943880946,[0.79704875 0.79704875 0.79704875 ... 0.85769546 0.85858201 0.85769546],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.87453569]
 [0.91341457]
 [0.91341457]]",1728
B1_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.18588322405508337,0.18654346909974823,0.3732882813403829,0.4944751094390844,0.25621302567003407,-0.46995246098165144,[0.83848336 0.83848336 0.83848336 ... 0.86473247 0.86473247 0.87133407],"[[0.40097912]
 [0.39834738]
 [0.39617026]
 ...
 [0.76610499]
 [0.76610499]
 [0.76946686]]",1728
B1_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.23479691785147966,0.08270165722261864,0.44570188456830795,0.29004375406801736,0.2792627025472839,-0.4615161894307884,[0.65822259 0.46491728 0.67223813 ... 0.70170303 0.70129001 0.75942119],"[[0.36505974]
 [0.36505974]
 [0.31869931]
 ...
 [0.92409418]
 [0.92409418]
 [0.92409418]]",1728
B1_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.12994601646737383,0.11795793654922344,0.1696644627072847,0.18074973967118674,0.16563616612352763,-0.7599842814957394,[0.94849615 0.93355634 0.94811531 ... 0.82921189 0.75606596 0.75288573],"[[0.96636701]
 [0.73315454]
 [0.94713401]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",1632
B8_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.20008143428323102,0.04120143608788921,0.21217432870885006,0.03178501402796688,0.23703841979169987,-32.09884042013253,[0.66704422 0.66704422 0.66704422 ... 0.63509106 0.63267905 0.63509106],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.87437664]
 [0.89666384]
 [0.89666384]]",1728
B8_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.16300149075998546,0.02490473252156904,0.2742286674189299,0.21183431639982708,0.20272181710815265,0.32805679606738836,[0.66700287 0.66700287 0.66700287 ... 0.73735004 0.74397212 0.73595952],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728
B8_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.2641378067787624,0.1552900588225358,217744333096326.47,192.3177053107773,0.31644146567036124,-0.45514841646959603,[0.63459983 0.40847986 0.62917678 ... 0.59138145 0.59263284 0.63588197],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
B8_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.23363325268207072,0.01539481687839167,0.23599097740195457,0.018452075885339154,0.2840599422318871,-37.719303434500745,[0.93431506 0.91430741 0.93443803 ... 0.6324817  0.57829175 0.57829175],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
B18_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.09307287331653769,0.12768756163416073,0.1261976638564492,0.12981054271100104,0.119483494240809,0.23388149293816796,[0.64385515 0.64385515 0.64385515 ... 0.6278794  0.61268542 0.6278794 ],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
B18_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.2804977722690368,0.05512626935411795,0.8281286362171468,0.4362633429191362,0.34447489532314507,-0.4647236403282822,[0.63501086 0.63320656 0.63501086 ... 0.65579634 0.65937032 0.66164423],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
B18_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.19704722175552633,0.13487845823758124,0.5050703370155186,0.6418524375190222,0.2353609995925323,-0.8310012338468609,[0.65282116 0.40055277 0.65282116 ... 0.24498032 0.24510954 0.36443585],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
B18_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.15253259233720837,0.16534022711516838,0.294774132860657,0.37128338586017046,0.19434632955324005,-0.029541206903098916,[0.89962187 0.90368884 0.89946483 ... 0.60633796 0.64840628 0.64664911],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
C5_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.12584806493993833,0.12983454527739144,0.19507813896627424,0.12690908553348487,0.15282073086547074,0.04131231131906665,[0.60619107 0.60619107 0.60348403 ... 0.83773798 0.81210964 0.82704339],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
C5_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.25362737512069455,0.10514827940096928,0.7161374512541364,0.48140741699554007,0.3103075065722782,-0.3570019239182587,[0.61715668 0.61530237 0.61715668 ... 0.81356309 0.81213359 0.80201578],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728
C5_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.22209824095131908,0.11827699831790889,0.5310459141324023,0.5330740986179959,0.2611137021986461,-1.8870419321175,[0.63178867 0.35469352 0.62760718 ... 0.68815448 0.68918552 0.70542826],"[[0.32949037]
 [0.32949037]
 [0.49960014]
 ...
 [0.23039224]
 [0.53639065]
 [0.45761743]]",1728
C5_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.10677949320743264,0.15235652596900662,0.17517356307254925,0.3375915571154099,0.14367788111908245,0.2441026873814951,[0.93449435 0.92185903 0.93522285 ... 0.81161966 0.78374363 0.78374363],"[[0.92403973]
 [0.98145982]
 [0.98145982]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",1632
