,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
8,0,12048_x_S.en,combinatoric,LGBMRegressor,0.1754293450889981,0.2056657477339984,[0.42529183 0.42529183 0.42529183 ... 0.75476423 0.75476423 0.75476423],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944
9,0,12048_x_S.au,combinatoric,LGBMRegressor,0.1538495058439297,0.2007200844473128,[0.96616163 0.96861023 0.97185081 ... 0.7095738  0.70354012 0.69751767],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836
10,0,12701_x_E.ce,combinatoric,LGBMRegressor,0.1226969128865889,0.149905457572891,[0.94080878 0.94080878 0.94080878 ... 0.90788967 0.90788967 0.90788967],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.88223754]
 [0.77827844]
 [0.88223754]]",1944
11,0,12701_x_E.co,combinatoric,LGBMRegressor,0.3360105869785199,0.4161496134000533,[0.72537255 0.70454922 0.72537255 ... 0.91904889 0.91904889 0.91904889],"[[0.45942264]
 [0.41486875]
 [0.45942264]
 ...
 [0.13633384]
 [0.2366919 ]
 [0.2366919 ]]",1944
0,0,12701_x_S.en,combinatoric,LGBMRegressor,0.2007245452349449,0.2476735287108673,[0.41836412 0.41836412 0.41836412 ... 0.86463627 0.86463627 0.86463627],"[[0.49806811]
 [0.6086484 ]
 [0.6086484 ]
 ...
 [0.70306232]
 [0.70306232]
 [0.70306232]]",1944
1,0,12701_x_S.au,combinatoric,LGBMRegressor,0.1669194562636274,0.2189714601929533,[0.9531747  0.97238031 0.96352959 ... 0.79090235 0.77216131 0.77216131],"[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",1836
2,0,12832_x_E.ce,combinatoric,LGBMRegressor,0.1292059143242939,0.1671085606423241,[0.8947131  0.8947131  0.8947131  ... 0.94211612 0.94211612 0.94211612],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944
3,0,12832_x_E.co,combinatoric,LGBMRegressor,0.1720200333550981,0.2498697242401187,[0.85843041 0.85843041 0.85843041 ... 0.90243547 0.90243547 0.8999044 ],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944
4,0,12832_x_S.en,combinatoric,LGBMRegressor,0.2947376548709208,0.390020429510561,[0.44936801 0.44936801 0.44936801 ... 0.81548438 0.81548438 0.81548438],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944
5,0,12832_x_S.au,combinatoric,LGBMRegressor,0.1082330116518539,0.1460348850600857,[0.93932043 0.95335159 0.9484047  ... 0.83550554 0.81889767 0.81889767],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836
6,0,B1_x_E.ce,combinatoric,LGBMRegressor,0.1269297275957147,0.1778341481265564,[0.76957675 0.76957675 0.76957675 ... 0.91567918 0.91567918 0.91567918],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.87453569]
 [0.91341457]
 [0.91341457]]",1728
7,0,B1_x_E.co,combinatoric,LGBMRegressor,0.1897725526505171,0.2525592005136129,[0.73080947 0.73080947 0.73080947 ... 0.85978889 0.85978889 0.85978889],"[[0.40097912]
 [0.39834738]
 [0.39617026]
 ...
 [0.76610499]
 [0.76610499]
 [0.76946686]]",1728
8,0,B1_x_S.en,combinatoric,LGBMRegressor,0.188377641422104,0.2488079289346239,[0.38376038 0.38376038 0.38376038 ... 0.83338549 0.83338549 0.83338549],"[[0.36505974]
 [0.36505974]
 [0.31869931]
 ...
 [0.92409418]
 [0.92409418]
 [0.92409418]]",1728
9,0,B1_x_S.au,combinatoric,LGBMRegressor,0.1398585990283855,0.1701829492124827,[0.91363191 0.90341794 0.91103515 ... 0.72903358 0.72135889 0.72135889],"[[0.96636701]
 [0.73315454]
 [0.94713401]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",1632
10,0,B8_x_E.ce,combinatoric,LGBMRegressor,0.1666643746685108,0.2106241462357126,[0.75960532 0.75960532 0.75960532 ... 0.79559394 0.79559394 0.79559394],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.87437664]
 [0.89666384]
 [0.89666384]]",1728
11,0,B8_x_E.co,combinatoric,LGBMRegressor,0.1527310247620588,0.1914446100602636,[0.67559712 0.67559712 0.67559712 ... 0.79899263 0.79899263 0.79899263],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728
0,0,B8_x_S.en,combinatoric,LGBMRegressor,0.2158455066118987,0.2751243604089248,[0.42227147 0.42227147 0.42227147 ... 0.93198175 0.93198175 0.93198175],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
1,0,B8_x_S.au,combinatoric,LGBMRegressor,0.2430118085721357,0.2992827039631089,[0.91039939 0.90782295 0.90882048 ... 0.57434581 0.57555375 0.57555375],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
2,0,B18_x_E.ce,combinatoric,LGBMRegressor,0.0747407709361209,0.1046210144098808,[0.61517936 0.61517936 0.61517936 ... 0.77759225 0.77759225 0.78090308],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
3,0,B18_x_E.co,combinatoric,LGBMRegressor,0.31432989249918,0.3788073313643764,[0.59979357 0.59979357 0.59979357 ... 0.70467488 0.70467488 0.70467488],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
4,0,B18_x_S.en,combinatoric,LGBMRegressor,0.1937696993464852,0.241027571811855,[0.38708846 0.38708846 0.38708846 ... 0.55478652 0.55478652 0.55478652],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
5,0,B18_x_S.au,combinatoric,LGBMRegressor,0.164751902113537,0.211563191542212,[0.84971911 0.8340313  0.8508112  ... 0.54648129 0.55289022 0.55289022],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
6,0,C5_x_E.ce,combinatoric,LGBMRegressor,0.1055784499221362,0.1366235790908852,[0.6064347  0.6064347  0.6064347  ... 0.76028473 0.76028473 0.76002957],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
7,0,C5_x_E.co,combinatoric,LGBMRegressor,0.2487603297125815,0.3072108378202983,[0.62377556 0.62377556 0.62377556 ... 0.75529763 0.75529763 0.75529763],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728
8,0,C5_x_S.en,combinatoric,LGBMRegressor,0.2315213272666958,0.2653244703604351,[0.36351995 0.36351995 0.36351995 ... 0.65160736 0.65160736 0.65160736],"[[0.32949037]
 [0.32949037]
 [0.49960014]
 ...
 [0.23039224]
 [0.53639065]
 [0.45761743]]",1728
9,0,C5_x_S.au,combinatoric,LGBMRegressor,0.087140508995836,0.1207906466756056,[0.95804751 0.95194777 0.95783897 ... 0.68473978 0.67422444 0.67422444],"[[0.92403973]
 [0.98145982]
 [0.98145982]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",1632
