,Unnamed: 0.1,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
43,7,0,1273_x_E.co,combinatoric,LGBMRegressor,0.1596576922297669,0.1963226017139716,[0.54926326 0.54926326 0.54926326 ... 0.83476478 0.83476478 0.83476478],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296
44,8,0,1273_x_S.en,combinatoric,LGBMRegressor,0.1502925855491858,0.2369885975637699,[0.37017377 0.37017377 0.37017377 ... 0.74792008 0.74792008 0.74792008],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296
45,9,0,1273_x_S.au,combinatoric,LGBMRegressor,0.2069412193897142,0.2628241249875806,[0.94910473 0.93632432 0.94943529 ... 0.55437147 0.56112305 0.56112305],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224
46,10,0,1298_x_E.ce,combinatoric,LGBMRegressor,0.1099257763998991,0.134729097079073,[0.8114175  0.8114175  0.8114175  ... 0.64109597 0.64109597 0.64109597],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296
47,11,0,1298_x_E.co,combinatoric,LGBMRegressor,0.2166991141683782,0.2722860052940398,[0.62300536 0.62300536 0.62300536 ... 0.6408783  0.6408783  0.6408783 ],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296
48,0,0,1298_x_S.en,combinatoric,LGBMRegressor,0.1700592468139295,0.1996209720137896,[0.38563419 0.38563419 0.38563419 ... 0.40532272 0.40532272 0.40532272],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296
49,1,0,1298_x_S.au,combinatoric,LGBMRegressor,0.1307122569619848,0.1678987530790673,[0.94855747 0.96379951 0.94806635 ... 0.51278534 0.50373561 0.50373561],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224
50,2,0,1339_x_E.ce,combinatoric,LGBMRegressor,0.2048244555616375,0.2868982662992321,[0.78094552 0.78094552 0.78094552 ... 0.58738889 0.58738889 0.58738889],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296
51,3,0,1339_x_E.co,combinatoric,LGBMRegressor,0.3052776607929188,0.3709140470783693,[0.83038899 0.83038899 0.83038899 ... 0.66468875 0.66468875 0.66468875],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296
52,4,0,1339_x_S.en,combinatoric,LGBMRegressor,0.129842735395429,0.1738023942413012,[0.43017151 0.43017151 0.43017151 ... 0.2916947  0.2916947  0.2916947 ],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296
53,5,0,1339_x_S.au,combinatoric,LGBMRegressor,0.2615966730097534,0.3102961604245816,[0.96599621 0.96662097 0.96735058 ... 0.53804486 0.56501068 0.56501068],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224
54,6,0,11285_x_E.ce,combinatoric,LGBMRegressor,0.0842396755522375,0.1226257921590715,[0.86604534 0.86604534 0.86604534 ... 0.93108541 0.93108541 0.93108541],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944
55,7,0,11285_x_E.co,combinatoric,LGBMRegressor,0.1763104466208099,0.25291189120376,[0.87772015 0.87772015 0.87772015 ... 0.88756636 0.88756636 0.88756636],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.81702822]
 [0.86183369]
 [0.81702822]]",1944
56,8,0,11285_x_S.en,combinatoric,LGBMRegressor,0.1595986228547777,0.1913361168455793,[0.40315712 0.40315712 0.40315712 ... 0.8198065  0.8198065  0.8198065 ],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.70396517]
 [0.70396517]
 [0.81070028]]",1944
57,9,0,11285_x_S.au,combinatoric,LGBMRegressor,0.1601943813784438,0.2032602269725592,[0.97821929 0.98007738 0.98107023 ... 0.78992134 0.75905453 0.75905453],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",1836
58,10,0,11457_x_E.ce,combinatoric,LGBMRegressor,0.0809641304995485,0.1164367518124623,[0.91205653 0.91205653 0.91205653 ... 0.88804469 0.88804469 0.88804469],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.92483339]
 [0.85893472]
 [0.90024691]]",2052
59,11,0,11457_x_E.co,combinatoric,LGBMRegressor,0.1855963335028238,0.2498398282024559,[0.93580831 0.93580831 0.93580831 ... 0.8444481  0.8444481  0.85723706],"[[0.37587003]
 [0.48232297]
 [0.37587003]
 ...
 [0.8603028 ]
 [0.8603028 ]
 [0.95518657]]",2052
60,0,0,11457_x_S.en,combinatoric,LGBMRegressor,0.1670885639400006,0.1936259526548087,[0.42672978 0.42672978 0.42672978 ... 0.77681387 0.77681387 0.77681387],"[[0.20988306]
 [0.20988306]
 [0.20988306]
 ...
 [0.88924878]
 [0.87072956]
 [0.88924878]]",2052
61,1,0,11457_x_S.au,combinatoric,LGBMRegressor,0.1312563639930785,0.1803663830161308,[0.96261014 0.96238381 0.96921777 ... 0.7507831  0.74964898 0.74964898],"[[0.98772021]
 [0.94660322]
 [0.98772021]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",1938
62,2,0,12001_x_E.ce,combinatoric,LGBMRegressor,0.099021179032965,0.1307611121108307,[0.91209588 0.91209588 0.91209588 ... 0.70693728 0.70693728 0.70693728],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.9234756 ]
 [0.9234756 ]
 [0.89939665]]",2052
63,3,0,12001_x_E.co,combinatoric,LGBMRegressor,0.1845689163677321,0.237501300595544,[0.76386902 0.76386902 0.76386902 ... 0.89035987 0.89035987 0.89574775],"[[0.48296558]
 [0.40737366]
 [0.40737366]
 ...
 [0.91659296]
 [0.93965865]
 [0.93965865]]",2052
64,4,0,12001_x_S.en,combinatoric,LGBMRegressor,0.2015505080031716,0.248557091139595,[0.4026142  0.4026142  0.4026142  ... 0.43275014 0.43275014 0.43275014],"[[0.11595643]
 [0.42955449]
 [0.11595643]
 ...
 [0.91417669]
 [0.91417669]
 [0.77917198]]",2052
65,5,0,12001_x_S.au,combinatoric,LGBMRegressor,0.1211793064101769,0.1613558678947308,[0.93927822 0.95277782 0.94251791 ... 0.8621941  0.82902772 0.82902772],"[[0.92651453]
 [0.92651453]
 [0.78825672]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",1938
66,6,0,12048_x_E.ce,combinatoric,LGBMRegressor,0.0877939916720965,0.1248047634905599,[0.8968121  0.8968121  0.8968121  ... 0.82692468 0.82692468 0.82692468],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944
67,7,0,12048_x_E.co,combinatoric,LGBMRegressor,0.1713401214944271,0.2543472710880625,[0.81629152 0.81629152 0.81629152 ... 0.77110273 0.77110273 0.76377514],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944
68,8,0,12048_x_S.en,combinatoric,LGBMRegressor,0.1798060717920238,0.210051811081217,[0.42280457 0.42280457 0.42280457 ... 0.71319399 0.71319399 0.71319399],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944
69,9,0,12048_x_S.au,combinatoric,LGBMRegressor,0.1569122172064969,0.2024169183643603,[0.94539956 0.93661835 0.95410486 ... 0.70110171 0.7017723  0.7017723 ],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836
70,10,0,12701_x_E.ce,combinatoric,LGBMRegressor,0.1240515026349271,0.1489282252117672,[0.91927689 0.91927689 0.91927689 ... 0.91192865 0.91192865 0.91109739],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.88223754]
 [0.77827844]
 [0.88223754]]",1944
71,11,0,12701_x_E.co,combinatoric,LGBMRegressor,0.3268599810563172,0.4050978369519557,[0.70705736 0.6740312  0.70705736 ... 0.88453893 0.88453893 0.88398963],"[[0.45942264]
 [0.41486875]
 [0.45942264]
 ...
 [0.13633384]
 [0.2366919 ]
 [0.2366919 ]]",1944
72,0,0,12701_x_S.en,combinatoric,LGBMRegressor,0.2045559590361594,0.2513617078801529,[0.40526878 0.40526878 0.40526878 ... 0.86605651 0.86605651 0.86605651],"[[0.49806811]
 [0.6086484 ]
 [0.6086484 ]
 ...
 [0.70306232]
 [0.70306232]
 [0.70306232]]",1944
73,1,0,12701_x_S.au,combinatoric,LGBMRegressor,0.1607581428569719,0.2142613286564369,[0.94215314 0.9758809  0.96252153 ... 0.77869313 0.77246673 0.77246673],"[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",1836
74,2,0,12832_x_E.ce,combinatoric,LGBMRegressor,0.137688011287331,0.1757560429180068,[0.85328498 0.85328498 0.85328498 ... 0.956911   0.956911   0.956911  ],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944
75,3,0,12832_x_E.co,combinatoric,LGBMRegressor,0.1649295340523124,0.2411319251975393,[0.86462367 0.86462367 0.86462367 ... 0.87796286 0.87796286 0.88106856],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944
76,4,0,12832_x_S.en,combinatoric,LGBMRegressor,0.2887493152975349,0.385807826001391,[0.44439452 0.44439452 0.44439452 ... 0.77055413 0.77055413 0.77055413],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944
77,5,0,12832_x_S.au,combinatoric,LGBMRegressor,0.1035161024111443,0.1422769330946598,[0.95362054 0.96270398 0.96104921 ... 0.88081478 0.84418465 0.84418465],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836
78,6,0,B1_x_E.ce,combinatoric,LGBMRegressor,0.1225815350155414,0.1646428687309885,[0.71351288 0.71351288 0.71351288 ... 0.89078839 0.89078839 0.89078839],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.87453569]
 [0.91341457]
 [0.91341457]]",1728
79,7,0,B1_x_E.co,combinatoric,LGBMRegressor,0.1927793385578922,0.2611266437458682,[0.66888662 0.66888662 0.66888662 ... 0.87173889 0.87173889 0.87173889],"[[0.40097912]
 [0.39834738]
 [0.39617026]
 ...
 [0.76610499]
 [0.76610499]
 [0.76946686]]",1728
80,8,0,B1_x_S.en,combinatoric,LGBMRegressor,0.1894650377278843,0.2517262670863778,[0.35758575 0.35758575 0.35758575 ... 0.83212075 0.83212075 0.83212075],"[[0.36505974]
 [0.36505974]
 [0.31869931]
 ...
 [0.92409418]
 [0.92409418]
 [0.92409418]]",1728
81,9,0,B1_x_S.au,combinatoric,LGBMRegressor,0.1535795128581379,0.1794432849197872,[0.8679061  0.85679902 0.86747725 ... 0.80642248 0.73540336 0.73540336],"[[0.96636701]
 [0.73315454]
 [0.94713401]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",1632
82,10,0,B8_x_E.ce,combinatoric,LGBMRegressor,0.1660012264762156,0.2093197019019635,[0.74562939 0.74562939 0.74562939 ... 0.79842863 0.79842863 0.79842863],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.87437664]
 [0.89666384]
 [0.89666384]]",1728
83,11,0,B8_x_E.co,combinatoric,LGBMRegressor,0.1578639794564068,0.1906327979081077,[0.67044703 0.67044703 0.67044703 ... 0.79995867 0.79995867 0.79995867],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728
84,0,0,B8_x_S.en,combinatoric,LGBMRegressor,0.2018377551870325,0.2650050032906569,[0.42322396 0.42322396 0.42322396 ... 0.85243321 0.85243321 0.85243321],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
85,1,0,B8_x_S.au,combinatoric,LGBMRegressor,0.2571102168495576,0.3160592004465181,[0.8651108  0.8636105  0.86738164 ... 0.53295105 0.52479778 0.52479778],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
86,2,0,B18_x_E.ce,combinatoric,LGBMRegressor,0.0763686046471144,0.1043463343862835,[0.62876932 0.62876932 0.62876932 ... 0.81391247 0.81391247 0.8136441 ],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
87,3,0,B18_x_E.co,combinatoric,LGBMRegressor,0.3182187967516491,0.3785364045260114,[0.56135641 0.56135641 0.56135641 ... 0.7559883  0.7559883  0.7559883 ],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
88,4,0,B18_x_S.en,combinatoric,LGBMRegressor,0.2068508912914956,0.2540348522586331,[0.43202868 0.43202868 0.43202868 ... 0.65011114 0.65011114 0.65011114],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
89,5,0,B18_x_S.au,combinatoric,LGBMRegressor,0.1501717476454618,0.1927360304034178,[0.82489931 0.8468076  0.82975854 ... 0.55684442 0.6043567  0.6043567 ],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
90,6,0,C5_x_E.ce,combinatoric,LGBMRegressor,0.1019210106262039,0.1334053765001168,[0.60625993 0.60625993 0.60625993 ... 0.82630327 0.82630327 0.82630327],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
